Accident_ID,Date_Time,Location,Severity,Weather_Condition,Road_Condition,Vehicle_Type,Driver_Age,Casualties_Count,Cause_of_Accident
1990,5/12/2024 17:11,Bangalore,Minor,Windy,Icy,Bus,50,3,Bad Road Condition
1991,3/17/2023 13:08,Delhi,Moderate,Rainy,Dry,Bus,49,0,Weather
1992,5/26/2024 20:05,Ahmedabad,Moderate,Windy,Icy,Car,28,1,Red Light Violation
1993,6/26/2023 4:53,Chennai,Severe,Foggy,Under Construction,Bus,45,2,Drunk Driving
1994,6/19/2023 15:20,Kolkata,Moderate,Windy,Icy,Car,44,4,Speeding
1995,8/8/2023 9:08,Ahmedabad,Severe,Clear,Icy,Bike,41,1,Speeding
1996,8/12/2024 17:45,Delhi,Severe,Foggy,Wet,Bike,62,1,Speeding
1997,2/12/2024 16:58,Ahmedabad,Minor,Snowy,Under Construction,Auto Rickshaw,19,0,Speeding
1998,9/19/2024 16:16,Delhi,Severe,Clear,Under Construction,Bike,50,2,Weather
1999,8/30/2023 13:02,Ahmedabad,Severe,Windy,Under Construction,Car,55,3,Speeding
2000,4/19/2024 17:09,Hyderabad,Minor,Windy,Wet,Bicycle,28,0,Overtaking
